lambda_1,lambda_2,x_min_mode,x_max_mode,step_mode,count_all,count_ft,fraction_all,cumulative_fraction_all,fraction_ft,mode_id
1.5406,1.54439,4,65,0.013,5,0,5.6507391166764615e-05,0.9788888386600958,0.0,283
1.5406,1.54439,5,55,0.020458,5,0,5.6507391166764615e-05,0.9789453460512626,0.0,284
1.5406,1.54439,5,75,0.020458,5,0,5.6507391166764615e-05,0.9790018534424294,0.0,285
1.5406,1.54439,5,89,0.020458,5,0,5.6507391166764615e-05,0.9790583608335962,0.0,286
1.5406,1.54439,10,22,0.010231,5,0,5.6507391166764615e-05,0.979114868224763,0.0,287
1.5406,1.54439,10,50,0.020458,5,0,5.6507391166764615e-05,0.9791713756159298,0.0,288
1.5406,1.54439,10,51,0.020458,5,0,5.6507391166764615e-05,0.9792278830070966,0.0,289
1.5406,1.54439,10,63,0.020458,5,0,5.6507391166764615e-05,0.9792843903982634,0.0,290
1.5406,1.54439,10,90,0.150341,5,0,5.6507391166764615e-05,0.9793408977894302,0.0,291
1.5406,1.54439,10,105,0.020458,5,0,5.6507391166764615e-05,0.979397405180597,0.0,292
1.5406,1.54439,10,121,0.015346,5,0,5.6507391166764615e-05,0.9794539125717638,0.0,293
1.5406,1.54439,15,70,0.020458,5,0,5.6507391166764615e-05,0.9795104199629306,0.0,294
1.5406,1.54439,20,91,0.015346,5,0,5.6507391166764615e-05,0.9795669273540974,0.0,295
1.5406,1.54439,20,110,0.010231,5,0,5.6507391166764615e-05,0.9796234347452643,0.0,296
1.5406,,2,80,0.01,5,5,5.6507391166764615e-05,0.9796799421364311,0.0023629489603024575,297
1.5406,,3,80,0.01,5,5,5.6507391166764615e-05,0.9797364495275979,0.0023629489603024575,298
1.5482,,6,152,0.05,5,5,5.6507391166764615e-05,0.9797929569187647,0.0023629489603024575,299
,,1,26,0.01,5,5,5.6507391166764615e-05,0.9798494643099315,0.0023629489603024575,300
,,1,33,0.01,5,5,5.6507391166764615e-05,0.9799059717010983,0.0023629489603024575,301
,,2,49,0.004,5,5,5.6507391166764615e-05,0.9799624790922651,0.0023629489603024575,302
,,35,70,0.019438,5,0,5.6507391166764615e-05,0.9800189864834319,0.0,303
0.3252,,2,30,0.003,4,4,4.520591293341169e-05,0.9800641923963653,0.001890359168241966,304
0.3685,,0,32,0.014323,4,4,4.520591293341169e-05,0.9801093983092988,0.001890359168241966,305
0.7093,0.71359,1,50,0.01671,4,4,4.520591293341169e-05,0.9801546042222322,0.001890359168241966,306
1.20793,1.20839,1,7,0.015004,4,0,4.520591293341169e-05,0.9801998101351657,0.0,307
1.20793,1.20839,2,52,0.015004,4,0,4.520591293341169e-05,0.9802450160480991,0.0,308
1.20793,1.20839,3,66,0.015004,4,0,4.520591293341169e-05,0.9802902219610325,0.0,309
1.20793,1.20839,10,35,0.015004,4,0,4.520591293341169e-05,0.980335427873966,0.0,310
1.20793,1.20839,10,60,0.060081,4,0,4.520591293341169e-05,0.9803806337868994,0.0,311
1.20793,1.20839,10,71,0.015004,4,0,4.520591293341169e-05,0.9804258396998329,0.0,312
1.20793,1.20839,10,90,0.017392,4,0,4.520591293341169e-05,0.9804710456127663,0.0,313
1.20793,1.20839,10,95,0.015004,4,0,4.520591293341169e-05,0.9805162515256998,0.0,314
1.20793,1.20839,12,60,0.015004,4,0,4.520591293341169e-05,0.9805614574386332,0.0,315
1.20793,1.20839,14,31,0.015004,4,0,4.520591293341169e-05,0.9806066633515667,0.0,316
1.20793,1.20839,15,33,0.015004,4,0,4.520591293341169e-05,0.9806518692645001,0.0,317
1.20793,1.20839,20,51,0.03,4,0,4.520591293341169e-05,0.9806970751774335,0.0,318
1.20793,1.20839,21,40,0.015004,4,0,4.520591293341169e-05,0.980742281090367,0.0,319
1.20793,1.20839,25,45,0.015004,4,0,4.520591293341169e-05,0.9807874870033004,0.0,320
1.20793,1.20839,25,60,0.015004,4,0,4.520591293341169e-05,0.9808326929162339,0.0,321
1.20793,1.20839,26,32,0.015004,4,0,4.520591293341169e-05,0.9808778988291673,0.0,322
1.5406,1.54439,2,70,0.01,4,4,4.520591293341169e-05,0.9809231047421008,0.001890359168241966,323
1.5406,1.54439,5,39,0.012277,4,0,4.520591293341169e-05,0.9809683106550342,0.0,324
1.5406,1.54439,5,70,0.011254,4,0,4.520591293341169e-05,0.9810135165679676,0.0,325
1.5406,1.54439,5,80,0.012277,4,0,4.520591293341169e-05,0.9810587224809011,0.0,326
1.5406,1.54439,5,80,0.024545,4,0,4.520591293341169e-05,0.9811039283938345,0.0,327
1.5406,1.54439,5,140,0.02,4,0,4.520591293341169e-05,0.981149134306768,0.0,328
1.5406,1.54439,10,60,0.05,4,0,4.520591293341169e-05,0.9811943402197014,0.0,329
1.5406,1.54439,10,80,0.02,4,3,4.520591293341169e-05,0.9812395461326349,0.0014177693761814746,330
1.5406,1.54439,10,80,0.021484,4,0,4.520591293341169e-05,0.9812847520455683,0.0,331
1.5406,1.54439,10,80,0.12,4,4,4.520591293341169e-05,0.9813299579585018,0.001890359168241966,332
1.5406,1.54439,10,90,0.204545,4,0,4.520591293341169e-05,0.9813751638714352,0.0,333
1.5406,1.54439,10,91,0.011254,4,0,4.520591293341169e-05,0.9814203697843686,0.0,334
1.5406,1.54439,10,93,0.012277,4,0,4.520591293341169e-05,0.9814655756973021,0.0,335
1.5406,1.54439,10,120,0.015346,4,0,4.520591293341169e-05,0.9815107816102355,0.0,336
1.5406,1.54439,10,130,0.020458,4,2,4.520591293341169e-05,0.981555987523169,0.000945179584120983,337
1.5406,1.54439,10,140,0.010231,4,0,4.520591293341169e-05,0.9816011934361024,0.0,338
1.5406,1.54439,15,92,0.020458,4,0,4.520591293341169e-05,0.9816463993490359,0.0,339
1.5406,1.54439,20,30,0.008185,4,0,4.520591293341169e-05,0.9816916052619693,0.0,340
1.5406,1.54439,20,100,0.020458,4,0,4.520591293341169e-05,0.9817368111749027,0.0,341
1.5406,1.54439,20,130,0.020458,4,0,4.520591293341169e-05,0.9817820170878362,0.0,342
1.5406,1.54439,20,140,0.010231,4,0,4.520591293341169e-05,0.9818272230007696,0.0,343
1.5406,1.54439,20,140,0.020458,4,0,4.520591293341169e-05,0.9818724289137031,0.0,344
1.5406,1.54439,24,46,0.010231,4,0,4.520591293341169e-05,0.9819176348266365,0.0,345
1.5406,1.54439,30,100,0.020458,4,0,4.520591293341169e-05,0.98196284073957,0.0,346
1.5406,1.54439,30,140,0.010231,4,0,4.520591293341169e-05,0.9820080466525034,0.0,347
1.5406,1.54439,30,145,0.010231,4,0,4.520591293341169e-05,0.9820532525654369,0.0,348
1.5406,1.54439,33,39,0.020458,4,0,4.520591293341169e-05,0.9820984584783703,0.0,349
1.5406,1.54439,35,80,0.020458,4,0,4.520591293341169e-05,0.9821436643913037,0.0,350
1.5406,1.54439,78,80,0.020458,4,0,4.520591293341169e-05,0.9821888703042372,0.0,351
1.5406,,2,120,0.02,4,4,4.520591293341169e-05,0.9822340762171706,0.001890359168241966,352
1.5406,,3,72,0.015004,4,4,4.520591293341169e-05,0.9822792821301041,0.001890359168241966,353
1.5418,,5,70,0.013,4,4,4.520591293341169e-05,0.9823244880430375,0.001890359168241966,354
1.5482,,10,152,0.05,4,4,4.520591293341169e-05,0.982369693955971,0.001890359168241966,355
1.790276,,15,75,0.017,4,4,4.520591293341169e-05,0.9824148998689044,0.001890359168241966,356
2.4,,0,151,0.05,4,4,4.520591293341169e-05,0.9824601057818378,0.001890359168241966,357
,,1,50,0.01671,4,4,4.520591293341169e-05,0.9825053116947713,0.001890359168241966,358
,,3,40,0.02,4,4,4.520591293341169e-05,0.9825505176077047,0.001890359168241966,359
,,3,135,0.05,4,4,4.520591293341169e-05,0.9825957235206382,0.001890359168241966,360
,,10,140,0.013,4,4,4.520591293341169e-05,0.9826409294335716,0.001890359168241966,361
,,15,65,0.015346,4,0,4.520591293341169e-05,0.9826861353465051,0.0,362
,,15,85,0.020458,4,0,4.520591293341169e-05,0.9827313412594385,0.0,363
,,15,100,0.05,4,4,4.520591293341169e-05,0.982776547172372,0.001890359168241966,364
,,20,60,0.020458,4,0,4.520591293341169e-05,0.9828217530853054,0.0,365
0.22542,,2,10,0.005,3,3,3.3904434700058765e-05,0.9828556575200055,0.0014177693761814746,366
0.3685,,0,31,0.014323,3,3,3.3904434700058765e-05,0.9828895619547056,0.0014177693761814746,367
0.41244,,2,50,0.001,3,3,3.3904434700058765e-05,0.9829234663894056,0.0014177693761814746,368
0.41383,,3,50,0.001,3,3,3.3904434700058765e-05,0.9829573708241057,0.0014177693761814746,369
0.49527,,2,78,0.006,3,3,3.3904434700058765e-05,0.9829912752588058,0.0014177693761814746,370
0.50021,,4,34,0.01,3,3,3.3904434700058765e-05,0.9830251796935059,0.0014177693761814746,371
0.51446,,1,26,0.01,3,3,3.3904434700058765e-05,0.983059084128206,0.0014177693761814746,372
0.7085,,1,60,0.0036,3,3,3.3904434700058765e-05,0.9830929885629061,0.0014177693761814746,373
0.72768,,2,22,0.008185,3,3,3.3904434700058765e-05,0.9831268929976061,0.0014177693761814746,374
0.72768,,2,47,0.01,3,3,3.3904434700058765e-05,0.9831607974323062,0.0014177693761814746,375
0.72768,,3,22,0.008185,3,3,3.3904434700058765e-05,0.9831947018670063,0.0014177693761814746,376
0.82449,,4,42,0.015004,3,3,3.3904434700058765e-05,0.9832286063017064,0.0014177693761814746,377
1.20793,1.20839,2,30,0.015004,3,0,3.3904434700058765e-05,0.9832625107364065,0.0,378
1.20793,1.20839,3,71,0.015004,3,0,3.3904434700058765e-05,0.9832964151711066,0.0,379
1.20793,1.20839,5,30,0.015004,3,0,3.3904434700058765e-05,0.9833303196058066,0.0,380
1.20793,1.20839,5,61,0.015004,3,0,3.3904434700058765e-05,0.9833642240405067,0.0,381
1.20793,1.20839,10,41,0.015004,3,0,3.3904434700058765e-05,0.9833981284752068,0.0,382
1.20793,1.20839,10,91,0.029669,3,0,3.3904434700058765e-05,0.9834320329099069,0.0,383
1.20793,1.20839,10,91,0.065808,3,0,3.3904434700058765e-05,0.983465937344607,0.0,384
1.20793,1.20839,10,111,0.015004,3,0,3.3904434700058765e-05,0.983499841779307,0.0,385
1.20793,1.20839,14,32,0.015004,3,0,3.3904434700058765e-05,0.9835337462140071,0.0,386
1.20793,1.20839,15,61,0.015004,3,0,3.3904434700058765e-05,0.9835676506487072,0.0,387
1.20793,1.20839,15,80,0.015004,3,0,3.3904434700058765e-05,0.9836015550834073,0.0,388
1.20793,1.20839,20,26,0.015004,3,0,3.3904434700058765e-05,0.9836354595181074,0.0,389
1.20793,1.20839,20,61,0.015004,3,0,3.3904434700058765e-05,0.9836693639528075,0.0,390
1.20793,1.20839,25,40,0.015004,3,0,3.3904434700058765e-05,0.9837032683875075,0.0,391
1.20793,1.20839,25,70,0.015004,3,0,3.3904434700058765e-05,0.9837371728222076,0.0,392
1.20793,1.20839,28,40,0.015004,3,0,3.3904434700058765e-05,0.9837710772569077,0.0,393
1.20793,1.20839,28,41,0.015004,3,0,3.3904434700058765e-05,0.9838049816916078,0.0,394
1.20793,1.20839,32,42,0.015004,3,0,3.3904434700058765e-05,0.9838388861263079,0.0,395
1.20793,1.20839,32,44,0.015004,3,0,3.3904434700058765e-05,0.983872790561008,0.0,396
1.20793,1.20839,51,56,0.015004,3,0,3.3904434700058765e-05,0.983906694995708,0.0,397
1.249,,6,139,0.05,3,3,3.3904434700058765e-05,0.9839405994304081,0.0014177693761814746,398
1.5406,1.54439,5,50,0.010231,3,3,3.3904434700058765e-05,0.9839745038651082,0.0014177693761814746,399
1.5406,1.54439,5,70,0.008185,3,0,3.3904434700058765e-05,0.9840084082998083,0.0,400
1.5406,1.54439,5,120,0.013,3,3,3.3904434700058765e-05,0.9840423127345084,0.0014177693761814746,401
1.5406,1.54439,8,71,0.020458,3,0,3.3904434700058765e-05,0.9840762171692085,0.0,402
1.5406,1.54439,10,75,0.014323,3,0,3.3904434700058765e-05,0.9841101216039085,0.0,403
1.5406,1.54439,10,80,0.052177,3,0,3.3904434700058765e-05,0.9841440260386086,0.0,404
1.5406,1.54439,10,90,0.200455,3,0,3.3904434700058765e-05,0.9841779304733087,0.0,405
1.5406,1.54439,10,100,0.0399,3,0,3.3904434700058765e-05,0.9842118349080088,0.0,406
1.5406,1.54439,15,75,0.019438,3,0,3.3904434700058765e-05,0.9842457393427089,0.0,407
1.5406,1.54439,16,72,0.020458,3,0,3.3904434700058765e-05,0.984279643777409,0.0,408
1.5406,1.54439,18,91,0.015346,3,0,3.3904434700058765e-05,0.984313548212109,0.0,409
1.5406,1.54439,20,50,0.020458,3,0,3.3904434700058765e-05,0.9843474526468091,0.0,410
1.5406,1.54439,20,61,0.020458,3,0,3.3904434700058765e-05,0.9843813570815092,0.0,411
1.5406,1.54439,20,70,0.011254,3,0,3.3904434700058765e-05,0.9844152615162093,0.0,412
1.5406,1.54439,20,70,0.05,3,0,3.3904434700058765e-05,0.9844491659509094,0.0,413
1.5406,1.54439,20,90,0.015004,3,0,3.3904434700058765e-05,0.9844830703856094,0.0,414
1.5406,1.54439,20,91,0.020458,3,0,3.3904434700058765e-05,0.9845169748203095,0.0,415
1.5406,1.54439,20,120,0.024545,3,0,3.3904434700058765e-05,0.9845508792550096,0.0,416
1.5406,1.54439,24,60,0.020458,3,0,3.3904434700058765e-05,0.9845847836897097,0.0,417
1.5406,1.54439,25,80,0.021484,3,0,3.3904434700058765e-05,0.9846186881244098,0.0,418
1.5406,1.54439,25,95,0.020458,3,0,3.3904434700058765e-05,0.9846525925591099,0.0,419
1.5406,1.54439,26,41,0.020458,3,0,3.3904434700058765e-05,0.98468649699381,0.0,420
1.5406,1.54439,30,52,0.040923,3,0,3.3904434700058765e-05,0.98472040142851,0.0,421
1.5406,1.54439,30,80,0.060361,3,0,3.3904434700058765e-05,0.9847543058632101,0.0,422
1.5406,1.54439,30,89,0.020458,3,0,3.3904434700058765e-05,0.9847882102979102,0.0,423
1.5406,1.54439,31,36,0.010231,3,0,3.3904434700058765e-05,0.9848221147326103,0.0,424
1.5406,1.54439,37,120,0.020458,3,0,3.3904434700058765e-05,0.9848560191673104,0.0,425
1.5406,1.54439,38,42,0.005,3,0,3.3904434700058765e-05,0.9848899236020104,0.0,426
1.5406,1.54439,40,60,0.020458,3,0,3.3904434700058765e-05,0.9849238280367105,0.0,427
1.5406,1.54439,67,72,0.020458,3,0,3.3904434700058765e-05,0.9849577324714106,0.0,428
1.5406,,0,2,0.0003,3,3,3.3904434700058765e-05,0.9849916369061107,0.0014177693761814746,429
1.5406,,2,91,0.015004,3,3,3.3904434700058765e-05,0.9850255413408108,0.0014177693761814746,430
1.5406,,3,100,0.005,3,3,3.3904434700058765e-05,0.9850594457755109,0.0014177693761814746,431
1.5406,,4,100,0.01,3,3,3.3904434700058765e-05,0.9850933502102109,0.0014177693761814746,432
1.5406,,5,100,0.02,3,3,3.3904434700058765e-05,0.985127254644911,0.0014177693761814746,433
1.5406,,10,100,0.005,3,3,3.3904434700058765e-05,0.9851611590796111,0.0014177693761814746,434
1.5418,,3,80,0.013,3,3,3.3904434700058765e-05,0.9851950635143112,0.0014177693761814746,435
1.5418,,7,40,0.010231,3,3,3.3904434700058765e-05,0.9852289679490113,0.0014177693761814746,436
1.5418,,20,132,0.062549,3,3,3.3904434700058765e-05,0.9852628723837114,0.0014177693761814746,437
1.788965,1.79285,10,94,0.01,3,0,3.3904434700058765e-05,0.9852967768184114,0.0,438
,,2,100,0.01,3,3,3.3904434700058765e-05,0.9853306812531115,0.0014177693761814746,439
,,5,60,0.020458,3,0,3.3904434700058765e-05,0.9853645856878116,0.0,440
,,6,160,0.05,3,3,3.3904434700058765e-05,0.9853984901225117,0.0014177693761814746,441
,,7,150,0.02,3,3,3.3904434700058765e-05,0.9854323945572118,0.0014177693761814746,442
,,8,143,0.05,3,3,3.3904434700058765e-05,0.9854662989919118,0.0014177693761814746,443
,,12,164,0.05,3,3,3.3904434700058765e-05,0.9855002034266119,0.0014177693761814746,444
,,15,75,0.019438,3,0,3.3904434700058765e-05,0.985534107861312,0.0,445
,,15,100,0.010231,3,3,3.3904434700058765e-05,0.9855680122960121,0.0014177693761814746,446
,,30,80,0.060361,3,0,3.3904434700058765e-05,0.9856019167307122,0.0,447
,,38,39,0.020458,3,0,3.3904434700058765e-05,0.9856358211654123,0.0,448
0.14276,,1,7,0.008185,2,2,2.2602956466705847e-05,0.985658424121879,0.000945179584120983,449
0.40086,,5,30,0.001,2,2,2.2602956466705847e-05,0.9856810270783457,0.000945179584120983,450
0.41244,,0,50,0.001,2,2,2.2602956466705847e-05,0.9857036300348124,0.000945179584120983,451
0.41383,,2,50,0.001,2,2,2.2602956466705847e-05,0.9857262329912791,0.000945179584120983,452
0.41421,,0,50,0.001,2,2,2.2602956466705847e-05,0.9857488359477459,0.000945179584120983,453
0.50918,,0,23,0.01,2,2,2.2602956466705847e-05,0.9857714389042126,0.000945179584120983,454
0.60505,,3,26,0.013,2,2,2.2602956466705847e-05,0.9857940418606793,0.000945179584120983,455
0.6124,,3,25,0.012277,2,2,2.2602956466705847e-05,0.985816644817146,0.000945179584120983,456
0.615183,,4,20,0.007,2,2,2.2602956466705847e-05,0.9858392477736128,0.000945179584120983,457
0.618323,,4,22,0.007,2,2,2.2602956466705847e-05,0.9858618507300795,0.000945179584120983,458
0.618323,,5,23,0.007,2,2,2.2602956466705847e-05,0.9858844536865462,0.000945179584120983,459
0.69938,,4,35,0.005,2,2,2.2602956466705847e-05,0.9859070566430129,0.000945179584120983,460
0.700077,,2,42,0.005,2,2,2.2602956466705847e-05,0.9859296595994796,0.000945179584120983,461
0.7093,0.71359,5,60,0.01,2,0,2.2602956466705847e-05,0.9859522625559464,0.0,462
0.7093,0.71359,5,60,0.016,2,0,2.2602956466705847e-05,0.9859748655124131,0.0,463
0.7093,0.71359,10,60,0.009676,2,0,2.2602956466705847e-05,0.9859974684688798,0.0,464
0.774912,0.774912,7,41,0.013,2,0,2.2602956466705847e-05,0.9860200714253465,0.0,465
0.774912,,1,30,0.0036,2,2,2.2602956466705847e-05,0.9860426743818133,0.000945179584120983,466
0.774912,,4,50,0.0036,2,2,2.2602956466705847e-05,0.98606527733828,0.000945179584120983,467
0.82538,,4,82,0.004,2,2,2.2602956466705847e-05,0.9860878802947467,0.000945179584120983,468
0.825993,,2,32,0.001,2,2,2.2602956466705847e-05,0.9861104832512134,0.000945179584120983,469
0.827154,,2,60,0.001,2,2,2.2602956466705847e-05,0.9861330862076801,0.000945179584120983,470
1.033787,,3,40,0.004,2,2,2.2602956466705847e-05,0.9861556891641469,0.000945179584120983,471
1.1545,,4,165,0.05,2,2,2.2602956466705847e-05,0.9861782921206136,0.000945179584120983,472
1.196155,,1,100,0.01,2,2,2.2602956466705847e-05,0.9862008950770803,0.000945179584120983,473
1.20793,1.20839,2,12,0.015004,2,0,2.2602956466705847e-05,0.986223498033547,0.0,474
1.20793,1.20839,2,40,0.015004,2,0,2.2602956466705847e-05,0.9862461009900138,0.0,475
1.20793,1.20839,3,21,0.015004,2,0,2.2602956466705847e-05,0.9862687039464805,0.0,476
1.20793,1.20839,3,38,0.015004,2,0,2.2602956466705847e-05,0.9862913069029472,0.0,477
1.20793,1.20839,5,50,0.015004,2,0,2.2602956466705847e-05,0.9863139098594139,0.0,478
1.20793,1.20839,5,92,0.015004,2,0,2.2602956466705847e-05,0.9863365128158806,0.0,479
1.20793,1.20839,5,105,0.015004,2,0,2.2602956466705847e-05,0.9863591157723474,0.0,480
1.20793,1.20839,10,16,0.015004,2,0,2.2602956466705847e-05,0.9863817187288141,0.0,481
1.20793,1.20839,10,20,0.015004,2,0,2.2602956466705847e-05,0.9864043216852808,0.0,482
1.20793,1.20839,10,30,0.015004,2,0,2.2602956466705847e-05,0.9864269246417475,0.0,483
1.20793,1.20839,10,40,0.056355,2,0,2.2602956466705847e-05,0.9864495275982142,0.0,484
1.20793,1.20839,10,45,0.015004,2,0,2.2602956466705847e-05,0.986472130554681,0.0,485
1.20793,1.20839,10,52,0.035029,2,0,2.2602956466705847e-05,0.9864947335111477,0.0,486
1.20793,1.20839,10,60,0.03,2,0,2.2602956466705847e-05,0.9865173364676144,0.0,487
1.20793,1.20839,10,90,0.016369,2,0,2.2602956466705847e-05,0.9865399394240811,0.0,488
1.20793,1.20839,10,90,0.018818,2,0,2.2602956466705847e-05,0.9865625423805479,0.0,489
1.20793,1.20839,10,90,0.021136,2,0,2.2602956466705847e-05,0.9865851453370146,0.0,490
1.20793,1.20839,10,90,0.03342,2,0,2.2602956466705847e-05,0.9866077482934813,0.0,491
1.20793,1.20839,10,91,0.022,2,0,2.2602956466705847e-05,0.986630351249948,0.0,492
1.20793,1.20839,10,110,0.015004,2,0,2.2602956466705847e-05,0.9866529542064147,0.0,493
1.20793,1.20839,14,30,0.015004,2,0,2.2602956466705847e-05,0.9866755571628815,0.0,494
1.20793,1.20839,15,27,0.015004,2,0,2.2602956466705847e-05,0.9866981601193482,0.0,495
1.20793,1.20839,15,40,0.015004,2,0,2.2602956466705847e-05,0.9867207630758149,0.0,496
1.20793,1.20839,15,55,0.015004,2,0,2.2602956466705847e-05,0.9867433660322816,0.0,497
1.20793,1.20839,15,65,0.015004,2,0,2.2602956466705847e-05,0.9867659689887484,0.0,498
1.20793,1.20839,15,90,0.015004,2,0,2.2602956466705847e-05,0.9867885719452151,0.0,499
1.20793,1.20839,15,100,0.014323,2,0,2.2602956466705847e-05,0.9868111749016818,0.0,500
1.20793,1.20839,15,100,0.016,2,0,2.2602956466705847e-05,0.9868337778581485,0.0,501
1.20793,1.20839,15,100,0.028371,2,0,2.2602956466705847e-05,0.9868563808146152,0.0,502
1.20793,1.20839,20,22,0.015004,2,0,2.2602956466705847e-05,0.986878983771082,0.0,503
1.20793,1.20839,20,33,0.060081,2,0,2.2602956466705847e-05,0.9869015867275487,0.0,504
1.20793,1.20839,20,34,0.015004,2,0,2.2602956466705847e-05,0.9869241896840154,0.0,505
1.20793,1.20839,20,40,0.0594,2,0,2.2602956466705847e-05,0.9869467926404821,0.0,506
1.20793,1.20839,20,45,0.015004,2,0,2.2602956466705847e-05,0.9869693955969489,0.0,507
1.20793,1.20839,20,56,0.015004,2,0,2.2602956466705847e-05,0.9869919985534156,0.0,508
1.20793,1.20839,20,98,0.015004,2,0,2.2602956466705847e-05,0.9870146015098823,0.0,509
1.20793,1.20839,23,32,0.060361,2,0,2.2602956466705847e-05,0.987037204466349,0.0,510
1.20793,1.20839,25,50,0.015004,2,0,2.2602956466705847e-05,0.9870598074228157,0.0,511
1.20793,1.20839,25,62,0.015004,2,0,2.2602956466705847e-05,0.9870824103792825,0.0,512
1.20793,1.20839,26,30,0.015004,2,0,2.2602956466705847e-05,0.9871050133357492,0.0,513
1.20793,1.20839,26,32,0.005,2,0,2.2602956466705847e-05,0.9871276162922159,0.0,514
1.20793,1.20839,27,30,0.015004,2,0,2.2602956466705847e-05,0.9871502192486826,0.0,515
1.20793,1.20839,28,32,0.015004,2,0,2.2602956466705847e-05,0.9871728222051493,0.0,516
1.20793,1.20839,28,34,0.015004,2,0,2.2602956466705847e-05,0.9871954251616161,0.0,517
1.20793,1.20839,28,62,0.015004,2,0,2.2602956466705847e-05,0.9872180281180828,0.0,518
1.20793,1.20839,30,41,0.015004,2,0,2.2602956466705847e-05,0.9872406310745495,0.0,519
1.20793,1.20839,30,50,0.015004,2,0,2.2602956466705847e-05,0.9872632340310162,0.0,520
1.20793,1.20839,30,60,0.015004,2,0,2.2602956466705847e-05,0.987285836987483,0.0,521
1.20793,1.20839,32,62,0.015004,2,0,2.2602956466705847e-05,0.9873084399439497,0.0,522
1.20793,1.20839,40,73,0.015004,2,0,2.2602956466705847e-05,0.9873310429004164,0.0,523
1.20793,1.20839,45,57,0.015004,2,0,2.2602956466705847e-05,0.9873536458568831,0.0,524
1.20793,1.20839,50,55,0.015004,2,0,2.2602956466705847e-05,0.9873762488133498,0.0,525
1.20793,1.20839,50,62,0.015004,2,0,2.2602956466705847e-05,0.9873988517698166,0.0,526
1.2252,,5,121,0.05,2,2,2.2602956466705847e-05,0.9874214547262833,0.000945179584120983,527
1.2252,,7,121,0.05,2,2,2.2602956466705847e-05,0.98744405768275,0.000945179584120983,528
1.5406,1.54439,0,10,0.05,2,0,2.2602956466705847e-05,0.9874666606392167,0.0,529
1.5406,1.54439,0,90,0.020458,2,0,2.2602956466705847e-05,0.9874892635956835,0.0,530
1.5406,1.54439,1,3,0.010231,2,0,2.2602956466705847e-05,0.9875118665521502,0.0,531
1.5406,1.54439,3,10,0.020458,2,0,2.2602956466705847e-05,0.9875344695086169,0.0,532
1.5406,1.54439,3,60,0.029669,2,2,2.2602956466705847e-05,0.9875570724650836,0.000945179584120983,533
1.5406,1.54439,3,70,0.020458,2,0,2.2602956466705847e-05,0.9875796754215503,0.0,534
1.5406,1.54439,4,60,0.01,2,2,2.2602956466705847e-05,0.9876022783780171,0.000945179584120983,535
1.5406,1.54439,4,60,0.02,2,2,2.2602956466705847e-05,0.9876248813344838,0.000945179584120983,536
1.5406,1.54439,5,25,0.020458,2,0,2.2602956466705847e-05,0.9876474842909505,0.0,537
1.5406,1.54439,5,50,0.204545,2,0,2.2602956466705847e-05,0.9876700872474172,0.0,538
1.5406,1.54439,5,51,0.029669,2,0,2.2602956466705847e-05,0.987692690203884,0.0,539
1.5406,1.54439,5,60,0.030692,2,0,2.2602956466705847e-05,0.9877152931603507,0.0,540
1.5406,1.54439,5,69,0.010231,2,0,2.2602956466705847e-05,0.9877378961168174,0.0,541
1.5406,1.54439,5,80,0.023531,2,0,2.2602956466705847e-05,0.9877604990732841,0.0,542
1.5406,1.54439,5,89,0.010231,2,0,2.2602956466705847e-05,0.9877831020297508,0.0,543
1.5406,1.54439,5,90,0.02,2,2,2.2602956466705847e-05,0.9878057049862176,0.000945179584120983,544
1.5406,1.54439,5,100,0.019438,2,0,2.2602956466705847e-05,0.9878283079426843,0.0,545
1.5406,1.54439,5,100,0.024545,2,0,2.2602956466705847e-05,0.987850910899151,0.0,546
1.5406,1.54439,5,120,0.01,2,2,2.2602956466705847e-05,0.9878735138556177,0.000945179584120983,547
1.5406,1.54439,5,120,0.020458,2,0,2.2602956466705847e-05,0.9878961168120844,0.0,548
1.5406,1.54439,5,130,0.020458,2,0,2.2602956466705847e-05,0.9879187197685512,0.0,549
1.5406,1.54439,7,100,0.020458,2,0,2.2602956466705847e-05,0.9879413227250179,0.0,550
1.5406,1.54439,8,50,0.104318,2,0,2.2602956466705847e-05,0.9879639256814846,0.0,551
1.5406,1.54439,10,40,0.029669,2,0,2.2602956466705847e-05,0.9879865286379513,0.0,552
1.5406,1.54439,10,50,0.010231,2,2,2.2602956466705847e-05,0.988009131594418,0.000945179584120983,553
1.5406,1.54439,10,60,0.010231,2,0,2.2602956466705847e-05,0.9880317345508848,0.0,554
1.5406,1.54439,10,60,0.02,2,2,2.2602956466705847e-05,0.9880543375073515,0.000945179584120983,555
1.5406,1.54439,10,70,0.0399,2,0,2.2602956466705847e-05,0.9880769404638182,0.0,556
1.5406,1.54439,10,75,0.018415,2,0,2.2602956466705847e-05,0.9880995434202849,0.0,557
1.5406,1.54439,10,75,0.020458,2,0,2.2602956466705847e-05,0.9881221463767517,0.0,558
1.5406,1.54439,10,75,0.042969,2,0,2.2602956466705847e-05,0.9881447493332184,0.0,559
1.5406,1.54439,10,80,0.016369,2,0,2.2602956466705847e-05,0.9881673522896851,0.0,560
1.5406,1.54439,10,80,0.019438,2,0,2.2602956466705847e-05,0.9881899552461518,0.0,561
1.5406,1.54439,10,89,0.204545,2,0,2.2602956466705847e-05,0.9882125582026186,0.0,562
