fold,eval_set,scope,metric,single_phase_ft,all_real_ft,difference_single_minus_all
3,multiphase_diagnostic,opxrd,mae_vol,165.56327125004358,5.280900001525879,160.2823712485177
3,multiphase_diagnostic,opxrd,mape_vol_med,179.280029296875,7.4197962284088135,171.8602330684662
4,single_phase,combined,sys_acc,0.5492341356673961,0.5579868708971554,-0.008752735229759279
4,single_phase,combined,sg_acc,0.4581497797356828,0.4008810572687225,0.05726872246696035
4,single_phase,combined,sg_top5,0.6607929515418502,0.6475770925110133,0.013215859030836996
4,single_phase,combined,el_f1_micro,0.5536938309215537,0.5270314017481386,0.026662429173415103
4,single_phase,combined,el_exact,0.0036900369003690036,0.0036900369003690036,0.0
4,single_phase,combined,mae_a,2.7720870219443623,2.7044017535054343,0.06768526843892797
4,single_phase,combined,mae_a_med,1.8908509192217862,1.805144088862133,0.0857068303596531
4,single_phase,combined,mape_a_med,23.966262677075747,23.54299146109685,0.4232712159788967
4,single_phase,combined,mae_b,3.030950683927479,2.954584724951861,0.07636595897561804
4,single_phase,combined,mape_b_med,21.962890651678002,20.56416264825767,1.3987280034203309
4,single_phase,combined,mae_c,4.289791519474935,4.0835414593371,0.20625006013783498
4,single_phase,combined,mape_c_med,27.23742341688257,23.66756048272496,3.5698629341576122
4,single_phase,combined,mae_ang,5.2911490026863195,5.487414140674989,-0.19626513798866974
4,single_phase,combined,mae_vol,716.5099843962003,690.8433861479296,25.666598248270702
4,single_phase,combined,mape_vol_med,39.93901443481445,39.849016189575195,0.08999824523925781
4,single_phase,rruff,sys_acc,0.5430711610486891,0.5430711610486891,0.0
4,single_phase,rruff,sg_acc,0.4581497797356828,0.4008810572687225,0.05726872246696035
4,single_phase,rruff,sg_top5,0.6607929515418502,0.6475770925110133,0.013215859030836996
4,single_phase,rruff,el_f1_micro,0.5536938309215537,0.5270314017481386,0.026662429173415103
4,single_phase,rruff,el_exact,0.0036900369003690036,0.0036900369003690036,0.0
4,single_phase,rruff,mae_a,2.6749915847595314,2.5941318076868516,0.08085977707267977
4,single_phase,rruff,mae_a_med,2.0489042141233123,1.9150382236072834,0.13386599051602888
4,single_phase,rruff,mape_a_med,24.70979599834258,23.742873816646053,0.9669221816965283
4,single_phase,rruff,mae_b,2.7533751917283897,2.6765720358777125,0.07680315585067721
4,single_phase,rruff,mape_b_med,21.962890651678002,20.97363931082799,0.9892513408500108
4,single_phase,rruff,mae_c,3.7925350081411517,3.685879740467169,0.10665526767398292
4,single_phase,rruff,mape_c_med,29.011592150105955,24.374756338759248,4.636835811346707
4,single_phase,rruff,mae_ang,5.688975256071673,6.013433005442528,-0.3244577493708549
4,single_phase,rruff,mae_vol,521.8401272023907,520.8926819590212,0.9474452433695433
4,single_phase,rruff,mape_vol_med,40.48890686035156,40.404531478881836,0.08437538146972656
4,single_phase,opxrd,sys_acc,0.5578947368421052,0.5789473684210527,-0.021052631578947434
4,single_phase,opxrd,mae_a,2.9059765195360763,2.8564582051079013,0.049518314428175
4,single_phase,opxrd,mae_a_med,1.6270631891290943,1.6167514638280496,0.010311725301044739
4,single_phase,opxrd,mape_a_med,21.40366207848113,21.849129983440086,-0.4454679049589565
4,single_phase,opxrd,mae_b,3.4137126784335914,3.3379495909383188,0.07576308749527261
4,single_phase,opxrd,mape_b_med,21.9339896131012,19.62586546511597,2.308124147985229
4,single_phase,opxrd,mae_c,4.97548207720889,4.631896040094585,0.3435860371143056
4,single_phase,opxrd,mape_c_med,25.904918847955564,23.59427680973483,2.3106420382207347
4,single_phase,opxrd,mae_ang,4.742567537491779,4.762061811363962,-0.01949427387218261
4,single_phase,opxrd,mae_vol,984.9494716845061,925.1964624505295,59.75300923397663
4,single_phase,opxrd,mape_vol_med,39.143150329589844,38.959794998168945,0.18335533142089844
4,multiphase_diagnostic,combined,sys_acc,0.8648648648648649,0.9864864864864865,-0.1216216216216216
4,multiphase_diagnostic,combined,sg_acc,0.272,0.736,-0.46399999999999997
4,multiphase_diagnostic,combined,sg_top5,0.304,0.832,-0.528
4,multiphase_diagnostic,combined,el_f1_micro,0.0,0.7573415765069552,-0.7573415765069552
4,multiphase_diagnostic,combined,el_exact,0.0,0.5948275862068966,-0.5948275862068966
4,multiphase_diagnostic,combined,mae_a,2.282176184373431,0.15446108309806994,2.127715101275361
4,multiphase_diagnostic,combined,mae_a_med,1.9125441099358742,0.10198045119331489,1.8105636587425593
4,multiphase_diagnostic,combined,mape_a_med,52.83271062340382,2.813252120343216,50.019458503060605
4,multiphase_diagnostic,combined,mae_b,2.6888411822680762,0.22559601646904617,2.46324516579903
4,multiphase_diagnostic,combined,mape_b_med,61.308852252054095,3.1034032341914086,58.20544901786268
4,multiphase_diagnostic,combined,mae_c,5.188853191281809,0.2177386472784122,4.971114544003397
4,multiphase_diagnostic,combined,mape_c_med,123.71746290152512,4.146436673759748,119.57102622776537
4,multiphase_diagnostic,combined,mae_ang,4.382251242115137,1.2414469193491187,3.1408043227660185
4,multiphase_diagnostic,combined,mae_vol,289.1671266813536,6.020766052039894,283.1463606293137
4,multiphase_diagnostic,combined,mape_vol_med,420.0320129394531,5.155458927154541,414.8765540122986
4,multiphase_diagnostic,opxrd,sys_acc,0.8648648648648649,0.9864864864864865,-0.1216216216216216
4,multiphase_diagnostic,opxrd,sg_acc,0.272,0.736,-0.46399999999999997
4,multiphase_diagnostic,opxrd,sg_top5,0.304,0.832,-0.528
4,multiphase_diagnostic,opxrd,el_f1_micro,0.0,0.7573415765069552,-0.7573415765069552
4,multiphase_diagnostic,opxrd,el_exact,0.0,0.5948275862068966,-0.5948275862068966
4,multiphase_diagnostic,opxrd,mae_a,2.282176184373431,0.15446108309806994,2.127715101275361
4,multiphase_diagnostic,opxrd,mae_a_med,1.9125441099358742,0.10198045119331489,1.8105636587425593
4,multiphase_diagnostic,opxrd,mape_a_med,52.83271062340382,2.813252120343216,50.019458503060605
4,multiphase_diagnostic,opxrd,mae_b,2.6888411822680762,0.22559601646904617,2.46324516579903
4,multiphase_diagnostic,opxrd,mape_b_med,61.308852252054095,3.1034032341914086,58.20544901786268
4,multiphase_diagnostic,opxrd,mae_c,5.188853191281809,0.2177386472784122,4.971114544003397
4,multiphase_diagnostic,opxrd,mape_c_med,123.71746290152512,4.146436673759748,119.57102622776537
4,multiphase_diagnostic,opxrd,mae_ang,4.382251242115137,1.2414469193491187,3.1408043227660185
4,multiphase_diagnostic,opxrd,mae_vol,289.1671266813536,6.020766052039894,283.1463606293137
4,multiphase_diagnostic,opxrd,mape_vol_med,420.0320129394531,5.155458927154541,414.8765540122986
5,single_phase,combined,sys_acc,0.5804480651731161,0.570264765784114,0.010183299389002087
5,single_phase,combined,sg_acc,0.4182692307692308,0.39903846153846156,0.019230769230769218
5,single_phase,combined,sg_top5,0.6538461538461539,0.6490384615384616,0.004807692307692291
5,single_phase,combined,el_f1_micro,0.5362453531598513,0.5209380234505863,0.015307329709265072
5,single_phase,combined,el_exact,0.018518518518518517,0.022222222222222223,-0.0037037037037037056
5,single_phase,combined,mae_a,2.837559429371691,2.946059073279072,-0.10849964390738132
5,single_phase,combined,mae_a_med,1.9112612488754834,2.036120501858586,-0.12485925298310274
5,single_phase,combined,mape_a_med,25.737622209451338,27.389607310310396,-1.6519851008590578
5,single_phase,combined,mae_b,2.8312709803739438,2.9487281281308935,-0.11745714775694971
5,single_phase,combined,mape_b_med,24.099342119747124,24.54761503033967,-0.4482729105925465
5,single_phase,combined,mae_c,4.055077057354755,4.17516779202524,-0.1200907346704847
5,single_phase,combined,mape_c_med,25.518542656146266,27.17124943319429,-1.6527067770480244
5,single_phase,combined,mae_ang,5.235358322815625,5.258681112666643,-0.023322789851018655
5,single_phase,combined,mae_vol,741.5789484062973,777.6069688913774,-36.028020485080106
5,single_phase,combined,mape_vol_med,40.62215614318848,42.10270309448242,-1.4805469512939453
5,single_phase,rruff,sys_acc,0.539622641509434,0.5245283018867924,0.015094339622641506
5,single_phase,rruff,sg_acc,0.4182692307692308,0.39903846153846156,0.019230769230769218
5,single_phase,rruff,sg_top5,0.6538461538461539,0.6490384615384616,0.004807692307692291
5,single_phase,rruff,el_f1_micro,0.5362453531598513,0.5209380234505863,0.015307329709265072
5,single_phase,rruff,el_exact,0.018518518518518517,0.022222222222222223,-0.0037037037037037056
