metric,real_only,std,folds
sys_acc,0.5241115149716875,0.02634087390073275,5
sg_acc,0.25023830797868646,0.03360380236801448,5
sg_top5,0.5113996254128075,0.10845274295303726,5
el_f1_micro,0.5526044364721545,0.03455813177495165,5
el_exact,0.21723010088974437,0.08010474165676887,5
mae_a,2.966754784615894,0.258277984488103,5
mae_a_med,1.8779156161362898,0.3239584926347407,5
mae_ang,4.637376563791269,0.3935279595042941,5
