fold,arm,eval_set,candidate,reference_epochs,optimizer_steps,el_threshold,scope,n,sg_n,sg_acc,sg_top5,sys_n,sys_acc,lat_n,mae_a,mae_b,mae_c,mae_ang,mae_vol,mae_a_med,mape_a_med,mape_b_med,mape_c_med,mape_vol_med,el_n,el_f1_micro,el_exact
2,single_phase_only,single_phase,balanced,17,748,0.3,combined,469,228,0.37719298245614036,0.6491228070175439,464,0.5474137931034483,456,2.949014635579796,3.303114751006481,4.242615218013252,5.595192788788489,1691.2015845984743,1.9686005685724695,26.481095278598993,23.9533916448584,29.935802216693446,41.28573036193848,272,0.5262732417138237,0.003676470588235294
2,single_phase_only,single_phase,balanced,17,748,0.3,rruff,272,228,0.37719298245614036,0.6491228070175439,267,0.5692883895131086,259,2.6999804718355387,3.0827380399131212,3.6716995576534224,5.9464132037292305,503.43158409678335,1.8842563470639133,25.61810435513628,23.208170056464418,30.100367041229646,41.55743408203125,272,0.5262732417138237,0.003676470588235294
2,single_phase_only,single_phase,balanced,17,748,0.3,opxrd,197,0,,,197,0.5177664974619289,197,3.276425033598895,3.5928485996013033,4.993209918689373,5.133435999602436,3252.7875243443523,2.15638088851418,27.258043464652832,26.729372482834304,29.577671228342183,40.40327072143555,0,,
2,single_phase_only,multiphase_diagnostic,balanced,17,748,0.3,combined,226,75,0.05333333333333334,0.09333333333333334,106,0.9811320754716981,106,1.1483621619617304,1.2833606207167225,1.9530504635736965,8.249644565848504,70.01294675863014,0.9848022283661901,27.332836774187147,29.469031365451876,46.32966005317755,99.57304000854492,138,0.030952380952380953,0.0
2,single_phase_only,multiphase_diagnostic,balanced,17,748,0.3,rruff,0,0,,,0,,0,,,,,,,,,,,0,,
2,single_phase_only,multiphase_diagnostic,balanced,17,748,0.3,opxrd,226,75,0.05333333333333334,0.09333333333333334,106,0.9811320754716981,106,1.1483621619617304,1.2833606207167225,1.9530504635736965,8.249644565848504,70.01294675863014,0.9848022283661901,27.332836774187147,29.469031365451876,46.32966005317755,99.57304000854492,138,0.030952380952380953,0.0
3,zero_shot,single_phase,pretrain,0,0,0.5,combined,496,233,0.19313304721030042,0.5150214592274678,489,0.3067484662576687,481,3.558659545081338,3.6512475903545427,4.207379384903846,6.0770269547988125,815.1318537341334,2.5085159216269366,32.21047821895565,29.49965010250687,35.939952108718536,49.170257568359375,272,0.21093247588424435,0.0
3,zero_shot,single_phase,pretrain,0,0,0.5,rruff,272,233,0.19313304721030042,0.5150214592274678,265,0.35471698113207545,257,3.0109640133102955,3.3687176299992956,3.593080401417262,6.633665836613663,401.7156364351859,2.1511054771040756,26.61153928064116,28.335479103161525,37.87756351586364,40.910125732421875,272,0.21093247588424435,0.0
3,zero_shot,single_phase,pretrain,0,0,0.5,opxrd,224,0,,,224,0.25,224,4.187042365015078,3.9754002680835554,4.912177772207649,5.438383237716595,1289.453138760158,3.093114616456869,40.31021705019821,30.536888987987183,33.73396472250056,62.277090072631836,0,,
3,zero_shot,multiphase_diagnostic,pretrain,0,0,0.5,combined,199,150,0.02,0.03333333333333333,28,0.5714285714285714,28,1.9687769659289367,2.3739108363653805,3.1100689460125563,6.742849666200302,167.4756714957101,1.493322409160173,41.025340234756285,50.08959811410067,64.8638946249387,159.6346435546875,199,0.026990553306342778,0.0
3,zero_shot,multiphase_diagnostic,pretrain,0,0,0.5,rruff,0,0,,,0,,0,,,,,,,,,,,0,,
3,zero_shot,multiphase_diagnostic,pretrain,0,0,0.5,opxrd,199,150,0.02,0.03333333333333333,28,0.5714285714285714,28,1.9687769659289367,2.3739108363653805,3.1100689460125563,6.742849666200302,167.4756714957101,1.493322409160173,41.025340234756285,50.08959811410067,64.8638946249387,159.6346435546875,199,0.026990553306342778,0.0
