fold,candidate,epochs,el_threshold,n,sg_n,sg_acc,sg_top5,sys_n,sys_acc,lat_n,mae_a,mae_b,mae_c,mae_ang,mae_vol,mape_a_med,mape_b_med,mape_c_med,mape_vol_med,mae_a_med,el_n,el_f1_micro,el_exact
1,stronger,26,0.2,424,146,0.2534246575342466,0.7191780821917808,263,0.6806083650190115,263,4.046146809250639,3.0466640546313903,3.8040261266804527,4.369355163200388,4062.658949094127,15.057981435480215,15.450136391136187,16.77038956194743,24.147546768188477,1.2767124626216102,175,0.4303317535545024,0.29714285714285715
2,stronger,16,0.2,423,75,0.6133333333333333,0.8666666666666667,303,0.7425742574257426,303,2.0885315173930175,2.2344990638895914,3.256061486557565,3.539623428220066,2102.2574297209385,10.966144219763489,8.388059186470347,9.990992016633538,18.734394073486328,0.7077225113773764,138,0.6893840104849279,0.6594202898550725
3,stronger,19,0.6,423,150,0.26666666666666666,0.28,252,0.6071428571428571,252,2.347317257805959,2.2940959685103843,3.2098368900295347,4.232473980483494,735.2603470484415,20.741650449121174,14.931885879921492,19.47596004635259,28.38166046142578,1.5405737408553213,199,0.47734806629834253,0.4020100502512563
4,head_only,27,0.2,423,125,0.728,0.8,264,0.7234848484848485,264,2.1091443803452776,2.4253402724924125,3.294087761156234,3.6517980060537436,671.7470110112971,11.576563142591663,10.93206136169239,13.983639402517465,20.88613986968994,0.6758534161523386,232,0.7187039764359352,0.5948275862068966
5,stronger,27,0.2,423,74,0.8243243243243243,1.0,273,0.7289377289377289,273,2.229156254004805,2.598978956994595,3.080442650113138,3.9771766125255077,778.6526634998811,14.850594820279563,17.911165351549503,17.218871239874503,25.284101486206055,1.1373217082468816,152,0.8263736263736264,0.4276315789473684
