metric,real_only,std,folds
sys_acc,0.5670601640193639,0.025898816597045748,5
sg_acc,0.3653160142642478,0.21073914093627785,5
sg_top5,0.6261085743277525,0.34194521365618896,5
el_f1_micro,0.5057390733433109,0.02849844285110851,5
el_exact,0.18955194306960202,0.055692974786204635,5
mae_a,2.8287177393364034,0.15219160969303636,5
mae_a_med,1.6477213694301767,0.09088349635034272,5
mae_ang,4.439629916724186,0.02035551063136707,5
